timestamp, frame, x, y, z, qx, qy, qz, qw
368.150266375, 000000, -0.0017251426, 0.0016587009, 0.0044019097, 0.7062117, -0.70646757, 0.033615198, 0.03222742
368.166945041, 000001, -0.0018558854, 0.0016685588, 0.0045289593, 0.7062906, -0.70638704, 0.0336837, 0.03219287
368.183610208, 000002, -0.0019816437, 0.0016749802, 0.0046582567, 0.70642084, -0.7062524, 0.03370134, 0.032270767
368.200282125, 000003, -0.0021341897, 0.0016364346, 0.0048156194, 0.705788, -0.70688915, 0.034009118, 0.031848196
368.216954666, 000004, -0.002284371, 0.0016163086, 0.0049582776, 0.7059446, -0.70674324, 0.03387233, 0.0317645
368.233628375, 000005, -0.002086617, 0.0015740495, 0.004156542, 0.7060001, -0.70667857, 0.0341416, 0.03168102
368.250298, 000006, -0.0021138303, 0.0015584027, 0.0039512166, 0.7060902, -0.70657754, 0.034358446, 0.03169098
368.266969791, 000007, -0.0022161342, 0.0015076405, 0.003971316, 0.7053986, -0.7072962, 0.034238003, 0.031188125
368.283641333, 000008, -0.0015420823, 0.0014907541, 0.0031741424, 0.7053819, -0.70732266, 0.033815835, 0.031425085
368.300313791, 000009, -0.0013701245, 0.0014925153, 0.0029242781, 0.7054484, -0.7072623, 0.033457346, 0.03167571
368.316985541, 000010, -0.0013940595, 0.001489089, 0.0028716424, 0.70551515, -0.7071915, 0.033302836, 0.03192923
368.333657833, 000011, -0.0014713407, 0.0014809258, 0.0028876138, 0.7055072, -0.7071843, 0.03340205, 0.032160256
368.350330083, 000012, -0.0015456751, 0.0014712068, 0.0029441207, 0.7053951, -0.70728225, 0.0335498, 0.032310504
368.367001916, 000013, -0.0016025044, 0.0014572475, 0.0030238428, 0.705132, -0.70754963, 0.03342318, 0.032329496
368.383674583, 000014, -0.0010487288, 0.001456893, 0.0027048532, 0.70497584, -0.70771056, 0.03304311, 0.032603852
368.400347125, 000015, -0.0008694812, 0.0014604831, 0.0026600894, 0.70496106, -0.7077395, 0.032670762, 0.032672714
368.417018333, 000016, -0.0008345752, 0.0014550274, 0.0026850034, 0.70502925, -0.7076765, 0.032527316, 0.032706976
368.433690458, 000017, -0.0008220896, 0.0014340597, 0.0026978392, 0.70506203, -0.70763266, 0.032691147, 0.032785133
368.450362958, 000018, -0.0007761717, 0.0014052204, 0.002709071, 0.70497304, -0.7077076, 0.032888215, 0.032885354
368.46703475, 000019, -0.0006913319, 0.0013768926, 0.002753321, 0.7046946, -0.70794207, 0.033123262, 0.033561382
368.483708625, 000020, -0.0005235486, 0.0013948638, 0.00266028, 0.70450276, -0.7081415, 0.03306193, 0.033442747
368.500379541, 000021, -0.0003590323, 0.001398104, 0.0026658154, 0.7044139, -0.70824015, 0.033000104, 0.03328616
368.517051041, 000022, -0.00017103553, 0.0013883102, 0.0026728376, 0.70432705, -0.70832556, 0.033019558, 0.033287615
368.533723416, 000023, 4.7517675e-05, 0.0013668011, 0.0026576333, 0.7042171, -0.7084274, 0.033027064, 0.03343743
368.550397458, 000024, 0.00027204838, 0.0013430048, 0.002637553, 0.7041131, -0.7085209, 0.033056967, 0.03361846
368.567067625, 000025, 0.0004855618, 0.0013297676, 0.0026388273, 0.7041292, -0.70851177, 0.03290373, 0.033620916
368.583739958, 000026, 0.0006371476, 0.0014538066, 0.0028251603, 0.70408475, -0.70855784, 0.033009183, 0.03348022
368.600411958, 000027, 0.0008243695, 0.0015244242, 0.0029187251, 0.7040396, -0.70860535, 0.03306965, 0.03336298
368.617083625, 000028, 0.0010236725, 0.0015859384, 0.0029745668, 0.70400065, -0.7086461, 0.03310852, 0.033281147
368.633756208, 000029, 0.0012222587, 0.001650118, 0.0030236582, 0.70401233, -0.7086427, 0.033079717, 0.03313227
368.650428041, 000030, 0.0014190152, 0.0017125085, 0.0030809497, 0.70404965, -0.7086139, 0.03309403, 0.032943327
368.667100208, 000031, 0.0016298704, 0.0017687406, 0.0031476007, 0.7041092, -0.70856124, 0.033124167, 0.032772277
368.683775416, 000032, 0.0017616658, 0.0018866393, 0.0031908662, 0.7040529, -0.70862323, 0.03312644, 0.03263715
368.700444875, 000033, 0.0019614324, 0.0019288457, 0.0032192636, 0.7039351, -0.70874566, 0.033134907, 0.032512475
368.717116541, 000034, 0.0021684451, 0.001935996, 0.003236643, 0.70386624, -0.7088149, 0.033263024, 0.03236068
368.733789, 000035, 0.0023615994, 0.0019256852, 0.0032576744, 0.70387644, -0.70879984, 0.03357952, 0.032142974
368.750461083, 000036, 0.0025652125, 0.001904926, 0.0032826995, 0.7038603, -0.7088088, 0.033882875, 0.031980444
368.767133, 000037, 0.0027948134, 0.001883416, 0.0033263008, 0.70395046, -0.7087183, 0.034037456, 0.031837102
368.783805291, 000038, 0.0027267784, 0.0019407824, 0.003374692, 0.703949, -0.7087201, 0.033944666, 0.03192857
368.80047775, 000039, 0.0028106496, 0.0019225712, 0.0034694872, 0.7039885, -0.7086828, 0.03384655, 0.03198976
368.817149458, 000040, 0.002932565, 0.0018653291, 0.0035899344, 0.70410556, -0.708564, 0.03384125, 0.03205116
368.833821583, 000041, 0.0030604526, 0.0017839837, 0.0037221115, 0.70422304, -0.7084422, 0.033874463, 0.03212508
368.850493583, 000042, 0.0031886802, 0.0016808804, 0.00385561, 0.7042759, -0.7083874, 0.033902675, 0.032145996
368.867165875, 000043, 0.0033312535, 0.0015810309, 0.00396248, 0.70457673, -0.70810324, 0.033744693, 0.031978518
368.883845083, 000044, 0.0029212183, 0.0014887126, 0.0038038376, 0.7046444, -0.70802706, 0.033699673, 0.03222206
368.900509833, 000045, 0.002821075, 0.0013960581, 0.0037387202, 0.7046538, -0.70800555, 0.03380877, 0.0323729
368.917182041, 000046, 0.0028345957, 0.0013241199, 0.0037034466, 0.7046385, -0.70800865, 0.034015674, 0.03242453
368.933853958, 000047, 0.002891507, 0.0012932247, 0.0036766636, 0.7046134, -0.7080216, 0.03416684, 0.03252725
368.95052625, 000048, 0.0029685684, 0.0013112299, 0.003679155, 0.7046112, -0.70801586, 0.03418584, 0.032678258
368.967198, 000049, 0.0030589083, 0.0013913118, 0.0037429633, 0.7049785, -0.70767915, 0.0338509, 0.03239833
368.983870333, 000050, 0.002862107, 0.0015947244, 0.0037777438, 0.7050757, -0.70759934, 0.03347103, 0.032420825
369.000542708, 000051, 0.002818808, 0.0017346442, 0.0038663265, 0.70509005, -0.7075973, 0.033298943, 0.03232989
369.017214625, 000052, 0.0028372072, 0.0018438615, 0.0039564082, 0.70501757, -0.70767415, 0.033270035, 0.032259066
369.033886833, 000053, 0.0028816976, 0.001946986, 0.0040544705, 0.70492303, -0.7077745, 0.033206757, 0.03218807
369.050559, 000054, 0.0029312803, 0.0020489101, 0.0041720644, 0.70483005, -0.7078832, 0.032979302, 0.032067914
369.067231125, 000055, 0.0029706508, 0.0021423977, 0.004293532, 0.7047696, -0.70795894, 0.032770835, 0.031936284
369.08390375, 000056, 0.003009133, 0.0022278812, 0.0043849368, 0.7048857, -0.7078764, 0.032441337, 0.031538956
369.100575625, 000057, 0.0029262379, 0.0023368865, 0.0043166205, 0.7048659, -0.70789707, 0.032360114, 0.031601783
369.117247416, 000058, 0.0026544407, 0.0025049644, 0.004021256, 0.7048921, -0.7078689, 0.03225325, 0.03175783
369.133919458, 000059, 0.0025645383, 0.0025841692, 0.003967642, 0.70490956, -0.70785046, 0.032138355, 0.031895507
369.150591666, 000060, 0.0025247203, 0.002631265, 0.0039973753, 0.7049639, -0.70779604, 0.032047644, 0.0319941
369.167263916, 000061, 0.0025023029, 0.0026763254, 0.004053562, 0.705211, -0.7075716, 0.031726617, 0.031833205
369.183936458, 000062, 0.0022633895, 0.0028020288, 0.0040339176, 0.70536155, -0.70742387, 0.031500418, 0.032004282
369.200608708, 000063, 0.002160199, 0.002857571, 0.004084972, 0.7054648, -0.7073255, 0.031368956, 0.03203098
369.217280041, 000064, 0.0021154545, 0.0028894073, 0.004149036, 0.7055368, -0.7072535, 0.031321652, 0.03208147
369.233952, 000065, 0.0021060535, 0.0029101532, 0.0042072013, 0.7055603, -0.7072257, 0.031290196, 0.03220935
369.250624333, 000066, 0.002123572, 0.0029325318, 0.0042788554, 0.705553, -0.70723385, 0.031203227, 0.03227486
369.26729675, 000067, 0.0021587631, 0.0029665288, 0.0043568998, 0.70559114, -0.7072087, 0.030864533, 0.03231438
369.283968666, 000068, 0.0020827593, 0.0030465508, 0.004293312, 0.7055741, -0.70722824, 0.03069868, 0.0324199
369.300640666, 000069, 0.0020747967, 0.003086336, 0.0043136873, 0.7055616, -0.7072423, 0.030571897, 0.032505717
369.317312708, 000070, 0.0020830706, 0.0031094365, 0.00438515, 0.7055389, -0.70727366, 0.030468445, 0.032409836
369.333985125, 000071, 0.0020964108, 0.0031258003, 0.0044695474, 0.70549554, -0.70732826, 0.030406468, 0.032221753
369.350660166, 000072, 0.0021058917, 0.0031353796, 0.004526692, 0.7054591, -0.70736825, 0.03045074, 0.032097936
369.36732875, 000073, 0.0021030598, 0.003136851, 0.0045533595, 0.7054639, -0.70735776, 0.030571826, 0.03210892
369.384001083, 000074, 0.0019842684, 0.0032214378, 0.004502136, 0.7054763, -0.7073416, 0.030616427, 0.032149237
369.400673416, 000075, 0.0019229352, 0.0032494962, 0.0045012822, 0.70553905, -0.7072798, 0.03061873, 0.032131016
369.417345333, 000076, 0.0018850118, 0.0032560467, 0.0045292107, 0.7055489, -0.70727277, 0.030669032, 0.032019477
369.434018958, 000077, 0.0018662922, 0.0032540811, 0.0045622084, 0.7055209, -0.7073009, 0.030769056, 0.031921238
369.450689791, 000078, 0.001853779, 0.0032380593, 0.004577521, 0.7054832, -0.70733714, 0.030775102, 0.03194505
369.467362291, 000079, 0.0018398091, 0.0032058228, 0.004574445, 0.70543885, -0.70738083, 0.030692874, 0.03203475
369.484034375, 000080, 0.0018109158, 0.0031731122, 0.00439112, 0.7051569, -0.70764494, 0.030883025, 0.0322272
369.500706208, 000081, 0.0017754717, 0.0031289766, 0.0043173498, 0.70512927, -0.7076648, 0.031064486, 0.03222035
369.51737825, 000082, 0.0017254651, 0.0030788695, 0.004289482, 0.70512193, -0.70766646, 0.03126565, 0.03214989
369.53405075, 000083, 0.0016658695, 0.0030298517, 0.004282432, 0.7051263, -0.70766026, 0.031369276, 0.03209274
369.550722958, 000084, 0.0016010664, 0.0029877098, 0.004285265, 0.70516026, -0.7076282, 0.03136218, 0.032056812
369.567394791, 000085, 0.0015351288, 0.0029534015, 0.004281952, 0.705177, -0.70760834, 0.0313758, 0.032115746
369.5840685, 000086, 0.0014462769, 0.0031023016, 0.00456393, 0.704963, -0.70779395, 0.03174782, 0.03235604
369.600738708, 000087, 0.0013754591, 0.0031754535, 0.004681933, 0.70499593, -0.7077598, 0.03175768, 0.032377914
369.617411, 000088, 0.001307033, 0.0032321757, 0.0047675325, 0.7050648, -0.70769846, 0.031624135, 0.032347254
369.63408275, 000089, 0.0012294746, 0.0032871577, 0.004851647, 0.70513296, -0.7076386, 0.031499617, 0.032291166
369.650755708, 000090, 0.0011512861, 0.0033444315, 0.004934257, 0.70517683, -0.7076035, 0.031407025, 0.03219507
369.667427416, 000091, 0.0010829419, 0.003401738, 0.0050074738, 0.7051892, -0.7076007, 0.031316396, 0.032073572
369.684099875, 000092, 0.00088500447, 0.0035246562, 0.0053588464, 0.7049886, -0.707791, 0.031486403, 0.032116994
369.700771583, 000093, 0.00078595214, 0.003583366, 0.0054876185, 0.7049066, -0.70787615, 0.03143955, 0.032087225
369.71744375, 000094, 0.00069245324, 0.0036198806, 0.0055395495, 0.7049117, -0.70787716, 0.031362962, 0.032026134
369.734115666, 000095, 0.0005728714, 0.0036476683, 0.0055595264, 0.70501107, -0.7077814, 0.031384174, 0.031936184
369.750788083, 000096, 0.00043651462, 0.0036615124, 0.005553227, 0.7051173, -0.707674, 0.031503633, 0.03185259
369.767459708, 000097, 0.00030698095, 0.0036687956, 0.0055218944, 0.7051754, -0.7076123, 0.03159077, 0.031850833
369.784132208, 000098, -2.2523105e-05, 0.0037806458, 0.005795193, 0.7050644, -0.70771223, 0.03175265, 0.031926148
369.800804458, 000099, -0.00019115422, 0.003825783, 0.0058677224, 0.70506775, -0.7077159, 0.031579897, 0.031943254
369.817476625, 000100, -0.00031286106, 0.003844884, 0.005877387, 0.7050606, -0.7077273, 0.0314664, 0.03195983
369.834148541, 000101, -0.000433065, 0.0038646907, 0.005873879, 0.7051318, -0.70765543, 0.031534486, 0.031911206
369.850820875, 000102, -0.00054573856, 0.0038899414, 0.00588087, 0.7052159, -0.7075733, 0.031581387, 0.0318311
369.867493083, 000103, -0.000653781, 0.0039115306, 0.005904519, 0.7052351, -0.7075637, 0.031530116, 0.031669077
369.884165208, 000104, -0.00056722603, 0.003801253, 0.005769176, 0.7051164, -0.70767397, 0.031568922, 0.03180921
369.900836833, 000105, -0.0006027706, 0.0037546523, 0.0057068393, 0.70511895, -0.70767045, 0.03169551, 0.031704366
369.917509291, 000106, -0.0006759688, 0.003724248, 0.0056622066, 0.70520025, -0.7075822, 0.03196301, 0.031597517
369.934181791, 000107, -0.0007471464, 0.0036902938, 0.0056241862, 0.7053038, -0.70747286, 0.032142404, 0.031553578
369.950853666, 000108, -0.0008076988, 0.003648233, 0.0056004226, 0.70538425, -0.70739156, 0.032198105, 0.031520806
369.967525458, 000109, -0.00085758045, 0.00360109, 0.005583063, 0.705437, -0.7073386, 0.032209497, 0.031515937
369.984197875, 000110, -0.00077164173, 0.0035538892, 0.0055235247, 0.70542246, -0.7073358, 0.03229734, 0.031811424
370.00086975, 000111, -0.0007516742, 0.0035185798, 0.0055093113, 0.70545053, -0.7073081, 0.032348063, 0.03175356
370.017541958, 000112, -0.00074082986, 0.0034897395, 0.0055098436, 0.7054521, -0.7073079, 0.032366376, 0.031706832
370.034214375, 000113, -0.0007373877, 0.0034617803, 0.005517287, 0.7054634, -0.70729905, 0.03238075, 0.03163762
370.05088625, 000114, -0.00073684007, 0.0034347316, 0.0055132145, 0.70546895, -0.70729375, 0.032411452, 0.03160057
370.067558166, 000115, -0.0007342153, 0.0034123638, 0.00547837, 0.7054557, -0.707293, 0.032465167, 0.03185596
370.084230541, 000116, -0.0007316851, 0.0033979309, 0.0054315086, 0.7054167, -0.70732635, 0.03250979, 0.03193399
370.100902541, 000117, -0.00089166686, 0.003439644, 0.0054023825, 0.70538765, -0.7073535, 0.032498755, 0.031986494
370.117575083, 000118, -0.0011117421, 0.0034966378, 0.0053793723, 0.7054167, -0.7073247, 0.032512516, 0.031967144
370.134246958, 000119, -0.0012541115, 0.0035209763, 0.0053401524, 0.705449, -0.7072941, 0.032568526, 0.031873286
