timestamp, frame, x, y, z, qx, qy, qz, qw
392.260952166, 000000, 0.10867131, 0.048751965, 0.18368146, 0.70649904, -0.70415217, 0.059968315, 0.03784984
392.277624833, 000001, 0.10874841, 0.048699465, 0.18355505, 0.7065771, -0.70401764, 0.060300384, 0.038362734
392.294300458, 000002, 0.10882191, 0.04865772, 0.1834579, 0.7066927, -0.70387423, 0.06049601, 0.0385587
392.310968333, 000003, 0.108894624, 0.048606705, 0.18338715, 0.7067135, -0.7038714, 0.060503706, 0.038215086
392.327640958, 000004, 0.10855076, 0.04847315, 0.18361332, 0.70678836, -0.7037852, 0.06082131, 0.0379118
392.344312625, 000005, 0.10847132, 0.048403703, 0.18366134, 0.70682913, -0.7036993, 0.06133322, 0.037921797
392.360993916, 000006, 0.10849798, 0.048354693, 0.18365239, 0.7069193, -0.70358944, 0.06158855, 0.03786672
392.377656833, 000007, 0.1085897, 0.04829643, 0.1836235, 0.70693034, -0.703601, 0.061442718, 0.03768138
392.394331958, 000008, 0.108567625, 0.048219666, 0.18371658, 0.70693, -0.7036262, 0.061152756, 0.037689283
392.411000166, 000009, 0.10864432, 0.048130117, 0.18364029, 0.7069247, -0.7036322, 0.06090845, 0.038070094
392.427671541, 000010, 0.10873552, 0.04803487, 0.18350722, 0.70694923, -0.7035983, 0.060818266, 0.038382407
392.4443435, 000011, 0.10880174, 0.047947057, 0.18337013, 0.70703155, -0.70349675, 0.060987238, 0.03845865
392.461020333, 000012, 0.10884466, 0.047872752, 0.18323791, 0.70713705, -0.70336884, 0.061248243, 0.03844586
392.477688041, 000013, 0.10888453, 0.04781367, 0.18312384, 0.70717657, -0.70331335, 0.061438635, 0.038430102
392.494360083, 000014, 0.108665384, 0.047802933, 0.18306272, 0.70722663, -0.7032523, 0.061613392, 0.038346134
392.511032666, 000015, 0.10860583, 0.047806434, 0.18300167, 0.7072943, -0.70318025, 0.061671276, 0.038326155
392.527706291, 000016, 0.108612046, 0.04783541, 0.18295816, 0.7073061, -0.7031743, 0.06160448, 0.038324546
392.544376541, 000017, 0.108646065, 0.0478943, 0.18294144, 0.7072936, -0.7032041, 0.06140586, 0.038327176
392.561048416, 000018, 0.10869232, 0.047971867, 0.18294005, 0.7072791, -0.7032483, 0.06113779, 0.03821156
392.577720125, 000019, 0.10874258, 0.0480518, 0.18292972, 0.7072617, -0.7032916, 0.06097858, 0.03799301
392.594392458, 000020, 0.108281344, 0.04834815, 0.18320815, 0.70723766, -0.70331514, 0.061090093, 0.03782508
392.611065125, 000021, 0.1081575, 0.048493154, 0.18326779, 0.7071759, -0.7033673, 0.06129039, 0.037683308
392.627736958, 000022, 0.108150184, 0.048592854, 0.18327448, 0.7070879, -0.7034608, 0.06132892, 0.037526455
392.644409125, 000023, 0.108193055, 0.04867337, 0.18329033, 0.70697635, -0.7035998, 0.06115446, 0.03730715
392.661081083, 000024, 0.10825878, 0.048737135, 0.18331659, 0.7068787, -0.70372474, 0.06100244, 0.037049733
392.677752791, 000025, 0.10833611, 0.04877792, 0.18331896, 0.70681196, -0.70380867, 0.06095888, 0.03679778
392.694424833, 000026, 0.1082717, 0.048922487, 0.18327703, 0.706839, -0.7037721, 0.06113806, 0.036679067
392.711097416, 000027, 0.10831578, 0.048958197, 0.18320672, 0.7068314, -0.7037737, 0.06119713, 0.03669996
392.727771375, 000028, 0.10840164, 0.048943225, 0.1831307, 0.7068116, -0.7037955, 0.061121237, 0.03678678
