timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
392.34642662500005, -0.1203498593531549, -9.691150079369546, -1.4085676458477974, -0.037484828382730484, -0.030560418963432312, 0.0175419133156538
392.356394625, -0.16331045824103058, -9.686509144306184, -1.4314708971977235, -0.0011276199948042631, -0.023478806018829346, 0.014094717800617218
392.366362625, -0.20881595724262297, -9.70551844239235, -1.4379069274663925, 0.02873038500547409, -0.010188208892941475, 0.0006719999946653843
392.37633062500004, -0.2324664827529341, -9.690400466322899, -1.4575162960588932, 0.03316987678408623, 0.01237409096211195, -0.00239356467500329
392.38629862500005, -0.19249982273206115, -9.685311049818994, -1.3632126943767071, 0.01926589198410511, 0.036008071154356, -0.0028991089202463627
392.396266625, -0.12274498851969838, -9.66270688354969, -1.2533407348394394, -0.00045321774086914957, 0.04789002984762192, 0.0013457033783197403
392.406234625, -0.10732678533531725, -9.634416300058366, -1.2190618716180326, -0.017279600724577904, 0.049316950142383575, 0.002401114208623767
392.41620362500004, -0.06137215621769428, -9.655672683119775, -1.2347790411114694, -0.024159345775842667, 0.042040128260850906, 0.00545016722753644
392.42617162500005, 0.01781315876170993, -9.6695931494236, -1.260375519990921, -0.01925182156264782, 0.019852370023727417, 0.009148630313575268
392.436139625, 0.04685275230556727, -9.702076771259309, -1.2850743050873281, -0.020295780152082443, -0.014292815700173378, 0.016914408653974533
392.446107625, 0.06885676584206522, -9.705818989276887, -1.306929150670767, -0.02184520661830902, -0.02796095609664917, 0.021455097943544388
392.45607562500004, 0.029338943576440218, -9.734108988046646, -1.3897068670392037, -0.019111473113298416, -0.026177439838647842, 0.017572209239006042
392.466043625, -0.06721014423295855, -9.770333658456803, -1.4691918700933457, -0.01479472778737545, -0.019416751340031624, 0.006643455941230059
392.476011625, -0.0826282195094973, -9.796679458022117, -1.5043682809174062, -0.010798654519021511, -0.014050481840968132, 0.00437976885586977
392.485979625, -0.07753851978108288, -9.77242871582508, -1.515745208412409, -0.0078901257365942, -0.010659631341695786, 0.008015586994588375
392.49594862500004, -0.06496491392143071, -9.758508834242821, -1.4937403817474844, -0.00798040721565485, -0.007554118987172842, 0.013862824067473412
392.505916625, -0.09729747659526766, -9.775423659682275, -1.4862560918927192, -0.002841633278876543, -0.005596289411187172, 0.011348789557814598
392.515884625, -0.15268246770836413, -9.821228408217431, -1.5070628240704538, 0.004630663897842169, 0.004167658276855946, 0.005118857137858868
392.525852625, -0.15013783254660668, -9.834699223637582, -1.5408929134905338, 0.009753111749887466, 0.012907342985272408, 0.000809346791356802
392.53582062500004, -0.13007943433709443, -9.823024672865868, -1.5729261535406114, 0.017918895930051804, 0.016430705785751343, -0.0011520716361701488
392.545788625, -0.13322281524538995, -9.789643503427506, -1.5196372613310816, 0.026143917813897133, 0.017162833362817764, -0.0032656341791152954
392.555756625, -0.1164578155707568, -9.766292062997818, -1.4420979192852974, 0.030774090439081192, 0.013724158518016338, -0.008480901829898357
392.565725625, -0.0987944277562201, -9.731415175795556, -1.3419561651349068, 0.03559524193406105, 0.002738947980105877, -0.007010566536337137
392.57569362500004, -0.08247841201722622, -9.701477431654931, -1.2745966793596746, 0.028097109869122505, -0.014320462942123413, -0.0035399352200329304
392.585661625, -0.0655637327581644, -9.69998171389103, -1.2190624563395978, 0.010600383393466473, -0.028260421007871628, -0.003529402893036604
392.595629625, -0.07723919715732336, -9.71300229370594, -1.2458561526238918, -0.0019100812496617436, -0.036670148372650146, -0.009227769449353218
392.60559762500003, -0.08113128662109376, -9.71060844361782, -1.3298316711187363, -0.00506847258657217, -0.03277704119682312, -0.014739315025508404
392.61556562500004, -0.1034350521862507, -9.72632575929165, -1.4138067510724068, 0.0018120702588930726, -0.02483203075826168, -0.01619020476937294
392.625533625, -0.1338217071723193, -9.714051284193992, -1.5109544384479523, 0.01815180480480194, -0.007709885016083717, -0.01804250292479992
392.635502625, -0.15043693589977922, -9.694591750502587, -1.5560114742815496, 0.03233367204666138, -0.0015388084575533867, -0.021548287943005562
392.64547062500003, -0.13995899040251972, -9.679025292992593, -1.4935915701091291, 0.038464270532131195, -0.004763363860547543, -0.023198116570711136
392.65543862500004, -0.1249903101939708, -9.648337935805321, -1.4012333370745182, 0.03350919112563133, -0.007098956033587456, -0.017002006992697716
392.665406625, -0.09460332630202174, -9.603880385756494, -1.3284847649931908, 0.030719704926013947, -0.015873653814196587, -0.010919416323304176
392.675374625, -0.09475282316096127, -9.622742334008217, -1.1978059270977974, 0.022954726591706276, -0.025897260755300522, -0.0075731538236141205
392.68534262500003, -0.12484067629091443, -9.63007591187954, -1.1686164803802968, 0.00655015604570508, -0.023290356621146202, -0.006890856195241213
