timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
368.2334571666667, 0.04400849302299321, -9.77467638552189, -0.7634092596173286, -0.03223367780447006, -0.025134503841400146, 0.02535620890557766
368.24342516666667, -0.128283370686695, -9.772729262709618, -0.7985859628021718, -0.016116203740239143, -0.012141487561166286, 0.015360871329903603
368.2533921666667, -0.21121078491210937, -9.803565723896027, -0.9680343255400659, 0.021772589534521103, 0.004108854569494724, 0.0006133508868515491
368.2633601666667, -0.14340181270614266, -9.754916304945946, -1.0808990362286568, 0.03023904375731945, 0.021641775965690613, -0.0009011887013912201
368.2733281666667, -0.0969984828773886, -9.77811805665493, -1.0018631724268199, 0.01923086866736412, 0.03978562727570534, 0.011532844044268131
368.2832961666667, -0.08666986064985395, -9.790242843031884, -0.8848068121075631, 0.01630384288728237, 0.0518275648355484, 0.013476410880684853
368.2932631666667, -0.05029562942683697, -9.754767785668374, -0.8967822021245957, 0.012761572375893593, 0.043902523815631866, 0.016424262896180153
368.3032311666667, -0.008532056082040072, -9.72587669312954, -0.8065195380896331, 0.0039882599376142025, 0.03515131026506424, 0.01806524768471718
368.31319916666666, -0.05074447631835938, -9.734558638930322, -0.7677502325177193, -0.01057443767786026, 0.028936823830008507, 0.010301865637302399
368.3231671666667, -0.10672792081721127, -9.775273970961571, -0.7999338191002607, -0.026903292164206505, 0.01403389498591423, 0.001668308861553669
368.3331351666667, -0.12259507139213384, -9.785153426527977, -0.8077173402160407, -0.02777281403541565, 0.000719686970114708, -0.00786580704152584
368.3431021666667, -0.17184265136718752, -9.793087513446809, -0.9014222601056099, -0.023374276235699654, 0.00039937905967235565, -0.021841220557689667
368.35307016666667, -0.22647884256206455, -9.819133350849151, -0.9777635807543994, -0.014975198544561863, 0.010905017144978046, -0.031337253749370575
368.3630381666667, -0.191900994759053, -9.769586969017983, -0.982703600898385, -0.00691002095118165, 0.02315402962267399, -0.029982183128595352
368.3730061666667, -0.13247460004873574, -9.747282180190087, -1.0108447149395943, 0.005783137399703264, 0.03232462704181671, -0.02051384560763836
368.3829731666667, -0.08666974187828601, -9.707015914320946, -1.024765546694398, 0.021111926063895226, 0.03657194599509239, -0.009253541007637978
368.3929411666667, -0.06466551820747554, -9.683065719008447, -0.9535140810906888, 0.02871898002922535, 0.029427219182252884, 0.0007034852169454098
368.4029091666667, -0.017813113080337645, -9.697285562753677, -0.8063702148199082, 0.02577243559062481, 0.02552064135670662, 0.013008581474423409
368.4128771666667, -0.05763002042658627, -9.692196730971338, -0.6915588198602199, 0.0006732081528753042, 0.00446489080786705, 0.011924941092729568
368.42284516666666, -0.12723544000647963, -9.72587669312954, -0.5984526548534632, -0.020753612741827965, -0.004606631584465504, 0.010326497256755829
368.4328121666667, -0.1835185999888927, -9.755515059828758, -0.6637168639898301, -0.031580694019794464, -0.005868969950824976, -0.0028715957887470722
368.4427801666667, -0.2612067810818553, -9.796230391860009, -0.8095136779546738, -0.02757328189909458, -0.007303282152861357, -0.016347918659448624
368.4527481666667, -0.29368939792737364, -9.827964400649071, -0.9229772897064686, -0.013142944313585758, -0.004685394931584597, -0.021601535379886627
368.46271616666667, -0.2525249175075442, -9.79203910768032, -1.040932659432292, 0.0033277093898504972, 0.008733700960874557, -0.024242475628852844
368.4726841666667, -0.20088224491104484, -9.776920546889306, -1.0829948244988918, 0.022642284631729126, 0.00760611891746521, -0.020708460360765457
368.4826511666667, -0.17872826856561005, -9.773926772475242, -0.9904872681945562, 0.03152696043252945, -0.0004397798329591751, -0.01358863152563572
368.4926191666667, -0.18127311386168005, -9.739198404550553, -0.856814948245883, 0.024047739803791046, -0.005234002601355314, -0.00998084805905819
368.5025871666667, -0.17618387094698848, -9.739049300551414, -0.78406630307436, 0.007602295372635126, -0.005885631311684847, -0.010355154052376747
368.5125551666667, -0.2134559147246182, -9.765394515395165, -0.7452968513220549, -0.007807287387549877, 0.0007903808727860451, -0.01188034750521183
368.5225221666667, -0.23590944210067394, -9.742940037846566, -0.7526318909972907, -0.012092730961740017, 0.009899436496198177, -0.016659600660204887
368.53249016666666, -0.1803747896756977, -9.737551243901253, -0.8202911927551032, -0.015123941004276276, 0.014905381016433239, -0.015161041170358658
368.5424581666667, -0.10642873523756863, -9.76374793946743, -0.8207404781877995, -0.018004149198532104, 0.015257983468472958, -0.017905162647366524
368.5524261666667, -0.04610417165793479, -9.741595178246499, -0.8752273187041283, -0.012301523238420486, 0.008248808793723583, -0.012970058247447014
368.5623941666667, -0.008382467860355973, -9.755215682387352, -0.9529152531176805, 0.0002838225045707077, -0.005633476655930281, -0.008744608610868454
368.57236116666667, -0.008233034955337644, -9.798327203392983, -0.9830031976103784, 0.009675726294517517, -0.016510892659425735, -0.006490774918347597
368.5823291666667, -0.04894810203462839, -9.823773116469384, -0.9400416576862336, 0.012755504809319973, -0.017707031220197678, -0.006641168147325516
